Hospital Name,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
CLARION HOSPITAL,PA,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
CLARION HOSPITAL,PA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
CLARION HOSPITAL,PA,READM_30_COPD_HRRP,94,,0.9516,17.7618,18.6646,13,07/01/2014,06/30/2017
CLARION HOSPITAL,PA,READM_30_HF_HRRP,114,,1.0174,21.8326,21.4602,26,07/01/2014,06/30/2017
CLARION HOSPITAL,PA,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9512,3.6233,3.8091,Not Available,07/01/2014,06/30/2017
CLARION HOSPITAL,PA,READM_30_PN_HRRP,208,,1.0388,16.2185,15.6127,36,07/01/2014,06/30/2017
BON SECOURS MARYVIEW MEDICAL CENTER,VA,READM_30_AMI_HRRP,233,,0.9271,15.7868,17.0282,32,07/01/2014,06/30/2017
BON SECOURS MARYVIEW MEDICAL CENTER,VA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,0.86,11.7499,13.6635,Not Available,07/01/2014,06/30/2017
BON SECOURS MARYVIEW MEDICAL CENTER,VA,READM_30_COPD_HRRP,203,,1.0102,20.3073,20.1018,42,07/01/2014,06/30/2017
BON SECOURS MARYVIEW MEDICAL CENTER,VA,READM_30_HF_HRRP,480,,0.8609,19.0647,22.1461,82,07/01/2014,06/30/2017
BON SECOURS MARYVIEW MEDICAL CENTER,VA,READM_30_HIP_KNEE_HRRP,345,,1.0763,5.0639,4.7047,19,07/01/2014,06/30/2017
BON SECOURS MARYVIEW MEDICAL CENTER,VA,READM_30_PN_HRRP,433,,0.9534,17.0665,17.9005,71,07/01/2014,06/30/2017
OSF SAINT ANTHONY'S HEALTH CENTER,IL,READM_30_AMI_HRRP,55,,1.0675,16.2204,15.1949,13,07/01/2014,06/30/2017
OSF SAINT ANTHONY'S HEALTH CENTER,IL,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
OSF SAINT ANTHONY'S HEALTH CENTER,IL,READM_30_COPD_HRRP,158,,1.0807,19.7530,18.2778,37,07/01/2014,06/30/2017
OSF SAINT ANTHONY'S HEALTH CENTER,IL,READM_30_HF_HRRP,169,,1.0708,22.2431,20.7714,42,07/01/2014,06/30/2017
OSF SAINT ANTHONY'S HEALTH CENTER,IL,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,1.1519,5.1113,4.4373,Not Available,07/01/2014,06/30/2017
OSF SAINT ANTHONY'S HEALTH CENTER,IL,READM_30_PN_HRRP,248,,1.1024,18.1771,16.4881,51,07/01/2014,06/30/2017
ST LUKES REGIONAL MEDICAL CENTER,IA,READM_30_AMI_HRRP,147,,1.0312,14.3875,13.9517,23,07/01/2014,06/30/2017
ST LUKES REGIONAL MEDICAL CENTER,IA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ST LUKES REGIONAL MEDICAL CENTER,IA,READM_30_COPD_HRRP,254,,0.9823,17.8409,18.1623,44,07/01/2014,06/30/2017
ST LUKES REGIONAL MEDICAL CENTER,IA,READM_30_HF_HRRP,330,,0.8355,17.0146,20.3641,45,07/01/2014,06/30/2017
ST LUKES REGIONAL MEDICAL CENTER,IA,READM_30_HIP_KNEE_HRRP,334,,0.9392,3.9797,4.2373,12,07/01/2014,06/30/2017
ST LUKES REGIONAL MEDICAL CENTER,IA,READM_30_PN_HRRP,432,,0.9862,15.0035,15.2141,64,07/01/2014,06/30/2017
NORTH MISSISSIPPI MEDICAL CENTER,MS,READM_30_AMI_HRRP,594,,1.0828,15.1767,14.0163,95,07/01/2014,06/30/2017
NORTH MISSISSIPPI MEDICAL CENTER,MS,READM_30_CABG_HRRP,476,,0.9886,11.1951,11.3245,53,07/01/2014,06/30/2017
NORTH MISSISSIPPI MEDICAL CENTER,MS,READM_30_COPD_HRRP,1115,,0.9565,18.0542,18.8746,198,07/01/2014,06/30/2017
NORTH MISSISSIPPI MEDICAL CENTER,MS,READM_30_HF_HRRP,1294,,0.9693,20.0907,20.7264,258,07/01/2014,06/30/2017
NORTH MISSISSIPPI MEDICAL CENTER,MS,READM_30_HIP_KNEE_HRRP,1117,,0.7789,3.1429,4.0349,30,07/01/2014,06/30/2017
NORTH MISSISSIPPI MEDICAL CENTER,MS,READM_30_PN_HRRP,1549,,0.9295,15.3214,16.4829,233,07/01/2014,06/30/2017
NORTH VISTA HOSPITAL,NV,READM_30_AMI_HRRP,62,,1.0485,20.7304,19.7709,16,07/01/2014,06/30/2017
NORTH VISTA HOSPITAL,NV,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
NORTH VISTA HOSPITAL,NV,READM_30_COPD_HRRP,147,,1.1396,21.1536,18.5630,41,07/01/2014,06/30/2017
NORTH VISTA HOSPITAL,NV,READM_30_HF_HRRP,184,,1.152,25.7983,22.3941,57,07/01/2014,06/30/2017
NORTH VISTA HOSPITAL,NV,READM_30_HIP_KNEE_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
NORTH VISTA HOSPITAL,NV,READM_30_PN_HRRP,278,,1.1399,22.8527,20.0473,72,07/01/2014,06/30/2017
ATMORE COMMUNITY HOSPITAL,AL,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ATMORE COMMUNITY HOSPITAL,AL,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ATMORE COMMUNITY HOSPITAL,AL,READM_30_COPD_HRRP,104,,0.9773,17.9683,18.3858,17,07/01/2014,06/30/2017
ATMORE COMMUNITY HOSPITAL,AL,READM_30_HF_HRRP,139,,0.9166,19.8056,21.6069,22,07/01/2014,06/30/2017
ATMORE COMMUNITY HOSPITAL,AL,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ATMORE COMMUNITY HOSPITAL,AL,READM_30_PN_HRRP,106,,0.9372,15.9125,16.9779,13,07/01/2014,06/30/2017
DOCTORS HOSPITAL LLC,KS,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
DOCTORS HOSPITAL LLC,KS,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
DOCTORS HOSPITAL LLC,KS,READM_30_COPD_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
DOCTORS HOSPITAL LLC,KS,READM_30_HF_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
DOCTORS HOSPITAL LLC,KS,READM_30_HIP_KNEE_HRRP,0,7 - No cases met the criteria for this measure.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
DOCTORS HOSPITAL LLC,KS,READM_30_PN_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
UNIVERSITY OF MARYLAND HARFORD MEMORIAL HOSPITAL,MD,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9587,19.9223,20.7814,Not Available,07/01/2014,06/30/2017
UNIVERSITY OF MARYLAND HARFORD MEMORIAL HOSPITAL,MD,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
UNIVERSITY OF MARYLAND HARFORD MEMORIAL HOSPITAL,MD,READM_30_COPD_HRRP,305,,0.9997,20.0077,20.0138,61,07/01/2014,06/30/2017
UNIVERSITY OF MARYLAND HARFORD MEMORIAL HOSPITAL,MD,READM_30_HF_HRRP,221,,0.9428,21.1876,22.4720,43,07/01/2014,06/30/2017
UNIVERSITY OF MARYLAND HARFORD MEMORIAL HOSPITAL,MD,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9266,4.8826,5.2694,Not Available,07/01/2014,06/30/2017
UNIVERSITY OF MARYLAND HARFORD MEMORIAL HOSPITAL,MD,READM_30_PN_HRRP,321,,0.9603,16.0172,16.6788,49,07/01/2014,06/30/2017
BAYFRONT HEALTH PORT CHARLOTTE,FL,READM_30_AMI_HRRP,286,,1.0736,16.9762,15.8125,53,07/01/2014,06/30/2017
BAYFRONT HEALTH PORT CHARLOTTE,FL,READM_30_CABG_HRRP,95,,1.0849,15.6011,14.3802,17,07/01/2014,06/30/2017
BAYFRONT HEALTH PORT CHARLOTTE,FL,READM_30_COPD_HRRP,607,,1.0081,19.5042,19.3474,119,07/01/2014,06/30/2017
BAYFRONT HEALTH PORT CHARLOTTE,FL,READM_30_HF_HRRP,614,,0.9505,20.8887,21.9760,125,07/01/2014,06/30/2017
BAYFRONT HEALTH PORT CHARLOTTE,FL,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.7984,3.7546,4.7026,Not Available,07/01/2014,06/30/2017
BAYFRONT HEALTH PORT CHARLOTTE,FL,READM_30_PN_HRRP,668,,1.176,20.2118,17.1875,145,07/01/2014,06/30/2017
YALOBUSHA GENERAL HOSPITAL,MS,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
YALOBUSHA GENERAL HOSPITAL,MS,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
YALOBUSHA GENERAL HOSPITAL,MS,READM_30_COPD_HRRP,99,,0.9766,15.8501,16.2296,14,07/01/2014,06/30/2017
YALOBUSHA GENERAL HOSPITAL,MS,READM_30_HF_HRRP,67,,1.0832,19.5073,18.0092,18,07/01/2014,06/30/2017
YALOBUSHA GENERAL HOSPITAL,MS,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
YALOBUSHA GENERAL HOSPITAL,MS,READM_30_PN_HRRP,91,,1.0199,14.1486,13.8730,14,07/01/2014,06/30/2017
SOUTH NASSAU COMMUNITIES HOSPITAL,NY,READM_30_AMI_HRRP,307,,1.0234,15.8168,15.4552,50,07/01/2014,06/30/2017
SOUTH NASSAU COMMUNITIES HOSPITAL,NY,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
SOUTH NASSAU COMMUNITIES HOSPITAL,NY,READM_30_COPD_HRRP,916,,1.0418,20.7277,19.8955,193,07/01/2014,06/30/2017
SOUTH NASSAU COMMUNITIES HOSPITAL,NY,READM_30_HF_HRRP,836,,1.0099,21.3356,21.1256,179,07/01/2014,06/30/2017
SOUTH NASSAU COMMUNITIES HOSPITAL,NY,READM_30_HIP_KNEE_HRRP,537,,0.8893,4.1772,4.6973,20,07/01/2014,06/30/2017
SOUTH NASSAU COMMUNITIES HOSPITAL,NY,READM_30_PN_HRRP,1347,,1.1039,18.1885,16.4769,251,07/01/2014,06/30/2017
SWEDISH ISSAQUAH,WA,READM_30_AMI_HRRP,102,,0.984,13.6950,13.9171,13,07/01/2014,06/30/2017
SWEDISH ISSAQUAH,WA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
SWEDISH ISSAQUAH,WA,READM_30_COPD_HRRP,106,,0.9716,18.0770,18.6052,17,07/01/2014,06/30/2017
SWEDISH ISSAQUAH,WA,READM_30_HF_HRRP,265,,0.9421,18.7645,19.9176,46,07/01/2014,06/30/2017
SWEDISH ISSAQUAH,WA,READM_30_HIP_KNEE_HRRP,309,,1.0735,4.0559,3.7782,14,07/01/2014,06/30/2017
SWEDISH ISSAQUAH,WA,READM_30_PN_HRRP,318,,0.9518,13.4790,14.1620,40,07/01/2014,06/30/2017
ST MARY'S MEDICAL CENTER,CA,READM_30_AMI_HRRP,107,,1.0302,15.1221,14.6792,18,07/01/2014,06/30/2017
ST MARY'S MEDICAL CENTER,CA,READM_30_CABG_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ST MARY'S MEDICAL CENTER,CA,READM_30_COPD_HRRP,95,,1.007,20.4951,20.3535,20,07/01/2014,06/30/2017
ST MARY'S MEDICAL CENTER,CA,READM_30_HF_HRRP,286,,1.0504,21.6269,20.5886,65,07/01/2014,06/30/2017
ST MARY'S MEDICAL CENTER,CA,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.8528,3.9655,4.6501,Not Available,07/01/2014,06/30/2017
ST MARY'S MEDICAL CENTER,CA,READM_30_PN_HRRP,349,,1.0533,16.5929,15.7527,61,07/01/2014,06/30/2017
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,CO,READM_30_AMI_HRRP,404,,0.9164,11.1674,12.1862,40,07/01/2014,06/30/2017
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,CO,READM_30_CABG_HRRP,116,,1.1185,13.8876,12.4165,19,07/01/2014,06/30/2017
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,CO,READM_30_COPD_HRRP,475,,0.9252,16.1311,17.4346,71,07/01/2014,06/30/2017
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,CO,READM_30_HF_HRRP,652,,0.8829,17.7480,20.1017,108,07/01/2014,06/30/2017
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,CO,READM_30_HIP_KNEE_HRRP,1737,,0.8756,3.3802,3.8604,56,07/01/2014,06/30/2017
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,CO,READM_30_PN_HRRP,832,,0.9303,14.0872,15.1432,113,07/01/2014,06/30/2017
"CHRISTIANA CARE HEALTH SERVICES, INC.",DE,READM_30_AMI_HRRP,898,,1.0531,15.2378,14.4693,140,07/01/2014,06/30/2017
"CHRISTIANA CARE HEALTH SERVICES, INC.",DE,READM_30_CABG_HRRP,473,,1.2343,15.9522,12.9237,81,07/01/2014,06/30/2017
"CHRISTIANA CARE HEALTH SERVICES, INC.",DE,READM_30_COPD_HRRP,1718,,1.0099,20.3865,20.1858,351,07/01/2014,06/30/2017
"CHRISTIANA CARE HEALTH SERVICES, INC.",DE,READM_30_HF_HRRP,2807,,0.9284,19.7975,21.3242,551,07/01/2014,06/30/2017
"CHRISTIANA CARE HEALTH SERVICES, INC.",DE,READM_30_HIP_KNEE_HRRP,3202,,0.803,3.3575,4.1814,103,07/01/2014,06/30/2017
"CHRISTIANA CARE HEALTH SERVICES, INC.",DE,READM_30_PN_HRRP,2736,,0.8763,14.5395,16.5913,390,07/01/2014,06/30/2017
WINTER HAVEN HOSPITAL,FL,READM_30_AMI_HRRP,279,,1.0066,15.6250,15.5231,44,07/01/2014,06/30/2017
WINTER HAVEN HOSPITAL,FL,READM_30_CABG_HRRP,216,,1.1061,13.6135,12.3073,32,07/01/2014,06/30/2017
WINTER HAVEN HOSPITAL,FL,READM_30_COPD_HRRP,663,,1.0111,18.8800,18.6734,126,07/01/2014,06/30/2017
WINTER HAVEN HOSPITAL,FL,READM_30_HF_HRRP,631,,0.9797,20.8105,21.2424,130,07/01/2014,06/30/2017
WINTER HAVEN HOSPITAL,FL,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.6866,2.9004,4.2245,Not Available,07/01/2014,06/30/2017
WINTER HAVEN HOSPITAL,FL,READM_30_PN_HRRP,798,,1.0698,17.7854,16.6254,146,07/01/2014,06/30/2017
ROSELAND COMMUNITY HOSPITAL,IL,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ROSELAND COMMUNITY HOSPITAL,IL,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ROSELAND COMMUNITY HOSPITAL,IL,READM_30_COPD_HRRP,100,,0.9907,20.7203,20.9145,20,07/01/2014,06/30/2017
ROSELAND COMMUNITY HOSPITAL,IL,READM_30_HF_HRRP,74,,0.9752,22.4796,23.0511,15,07/01/2014,06/30/2017
ROSELAND COMMUNITY HOSPITAL,IL,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ROSELAND COMMUNITY HOSPITAL,IL,READM_30_PN_HRRP,56,,1.036,19.2816,18.6113,13,07/01/2014,06/30/2017
"ST JOHN MEDICAL CENTER, INC",OK,READM_30_AMI_HRRP,528,,1.0025,14.5546,14.5185,77,07/01/2014,06/30/2017
"ST JOHN MEDICAL CENTER, INC",OK,READM_30_CABG_HRRP,195,,0.7919,9.1210,11.5179,12,07/01/2014,06/30/2017
"ST JOHN MEDICAL CENTER, INC",OK,READM_30_COPD_HRRP,682,,1.0412,19.4939,18.7216,136,07/01/2014,06/30/2017
"ST JOHN MEDICAL CENTER, INC",OK,READM_30_HF_HRRP,1019,,1.1192,22.9363,20.4942,241,07/01/2014,06/30/2017
"ST JOHN MEDICAL CENTER, INC",OK,READM_30_HIP_KNEE_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
"ST JOHN MEDICAL CENTER, INC",OK,READM_30_PN_HRRP,1099,,0.9735,15.3401,15.7574,167,07/01/2014,06/30/2017
YORK HOSPITAL,PA,READM_30_AMI_HRRP,617,,1.037,14.2325,13.7243,90,07/01/2014,06/30/2017
YORK HOSPITAL,PA,READM_30_CABG_HRRP,228,,0.9626,14.9181,15.4970,33,07/01/2014,06/30/2017
YORK HOSPITAL,PA,READM_30_COPD_HRRP,558,,0.9978,19.2057,19.2483,107,07/01/2014,06/30/2017
YORK HOSPITAL,PA,READM_30_HF_HRRP,1519,,0.9149,18.6013,20.3315,277,07/01/2014,06/30/2017
YORK HOSPITAL,PA,READM_30_HIP_KNEE_HRRP,90,,1.2448,9.1069,7.3161,13,07/01/2014,06/30/2017
YORK HOSPITAL,PA,READM_30_PN_HRRP,1209,,0.9438,15.0046,15.8973,178,07/01/2014,06/30/2017
BERTRAND CHAFFEE HOSPITAL,NY,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
BERTRAND CHAFFEE HOSPITAL,NY,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
BERTRAND CHAFFEE HOSPITAL,NY,READM_30_COPD_HRRP,60,,1.0429,19.7117,18.9016,15,07/01/2014,06/30/2017
BERTRAND CHAFFEE HOSPITAL,NY,READM_30_HF_HRRP,44,,1.0742,23.4678,21.8462,15,07/01/2014,06/30/2017
BERTRAND CHAFFEE HOSPITAL,NY,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
BERTRAND CHAFFEE HOSPITAL,NY,READM_30_PN_HRRP,118,,1.1561,17.3128,14.9746,29,07/01/2014,06/30/2017
LEWISGALE HOSPITAL PULASKI,VA,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0267,19.6633,19.1514,Not Available,07/01/2014,06/30/2017
LEWISGALE HOSPITAL PULASKI,VA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
LEWISGALE HOSPITAL PULASKI,VA,READM_30_COPD_HRRP,160,,1.081,21.2702,19.6768,40,07/01/2014,06/30/2017
LEWISGALE HOSPITAL PULASKI,VA,READM_30_HF_HRRP,127,,1.1712,24.8858,21.2476,42,07/01/2014,06/30/2017
LEWISGALE HOSPITAL PULASKI,VA,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,1.1977,5.7469,4.7984,Not Available,07/01/2014,06/30/2017
LEWISGALE HOSPITAL PULASKI,VA,READM_30_PN_HRRP,212,,1.0765,19.0952,17.7380,45,07/01/2014,06/30/2017
SALINA REGIONAL HEALTH CENTER,KS,READM_30_AMI_HRRP,225,,0.9137,13.0688,14.3034,24,07/01/2014,06/30/2017
SALINA REGIONAL HEALTH CENTER,KS,READM_30_CABG_HRRP,100,,0.95,12.3092,12.9568,11,07/01/2014,06/30/2017
SALINA REGIONAL HEALTH CENTER,KS,READM_30_COPD_HRRP,276,,0.9327,18.1938,19.5062,45,07/01/2014,06/30/2017
SALINA REGIONAL HEALTH CENTER,KS,READM_30_HF_HRRP,209,,0.9599,18.9260,19.7168,37,07/01/2014,06/30/2017
SALINA REGIONAL HEALTH CENTER,KS,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,1.043,6.8888,6.6046,Not Available,07/01/2014,06/30/2017
SALINA REGIONAL HEALTH CENTER,KS,READM_30_PN_HRRP,497,,1.0496,16.5258,15.7448,85,07/01/2014,06/30/2017
CLEVELAND CLINIC,OH,READM_30_AMI_HRRP,761,,1.0095,17.3981,17.2353,133,07/01/2014,06/30/2017
CLEVELAND CLINIC,OH,READM_30_CABG_HRRP,384,,0.9364,12.4217,13.2658,46,07/01/2014,06/30/2017
CLEVELAND CLINIC,OH,READM_30_COPD_HRRP,339,,0.9942,21.9630,22.0903,74,07/01/2014,06/30/2017
CLEVELAND CLINIC,OH,READM_30_HF_HRRP,1391,,1.0105,23.4590,23.2155,327,07/01/2014,06/30/2017
CLEVELAND CLINIC,OH,READM_30_HIP_KNEE_HRRP,689,,1.0497,5.8008,5.5263,41,07/01/2014,06/30/2017
CLEVELAND CLINIC,OH,READM_30_PN_HRRP,454,,1.0442,20.3267,19.4668,95,07/01/2014,06/30/2017
UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,TX,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,TX,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,TX,READM_30_COPD_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9891,19.0017,19.2114,Not Available,07/01/2014,06/30/2017
UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,TX,READM_30_HF_HRRP,79,,0.9932,18.2492,18.3732,14,07/01/2014,06/30/2017
UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,TX,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,TX,READM_30_PN_HRRP,129,,1.0738,15.3858,14.3279,24,07/01/2014,06/30/2017
METHODIST HOSPITAL FOR SURGERY,TX,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
METHODIST HOSPITAL FOR SURGERY,TX,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
METHODIST HOSPITAL FOR SURGERY,TX,READM_30_COPD_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
METHODIST HOSPITAL FOR SURGERY,TX,READM_30_HF_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
METHODIST HOSPITAL FOR SURGERY,TX,READM_30_HIP_KNEE_HRRP,830,,0.8393,3.3229,3.9593,24,07/01/2014,06/30/2017
METHODIST HOSPITAL FOR SURGERY,TX,READM_30_PN_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
DOMINICAN HOSPITAL,CA,READM_30_AMI_HRRP,310,,0.9129,11.4023,12.4901,30,07/01/2014,06/30/2017
DOMINICAN HOSPITAL,CA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9424,10.9070,11.5734,Not Available,07/01/2014,06/30/2017
DOMINICAN HOSPITAL,CA,READM_30_COPD_HRRP,264,,1.023,17.5513,17.1572,48,07/01/2014,06/30/2017
DOMINICAN HOSPITAL,CA,READM_30_HF_HRRP,631,,0.9654,17.4572,18.0834,108,07/01/2014,06/30/2017
DOMINICAN HOSPITAL,CA,READM_30_HIP_KNEE_HRRP,339,,1.191,4.8351,4.0599,20,07/01/2014,06/30/2017
DOMINICAN HOSPITAL,CA,READM_30_PN_HRRP,587,,0.8969,12.6430,14.0960,68,07/01/2014,06/30/2017
